inv_name,def_date,def_time,pac,meta_upload_date,p_ges,p_gues
wr07,02.03.20,09:25:00,2539,20200302,2431.118083333333,2431.118083333333
wr07,02.03.20,09:30:00,1617,20200302,1520.439375,1520.439375
wr07,02.03.20,09:35:00,1678,20200302,1736.00245,1736.00245
wr07,02.03.20,09:40:00,5487,20200302,5456.81045,5456.81045
wr07,02.03.20,09:45:00,5841,20200302,5883.9166749999995,5883.9166749999995
wr07,02.03.20,09:50:00,5865,20200302,5995.73975,5995.73975
wr07,02.03.20,09:55:00,5931,20200302,6153.784758333333,6153.784758333333
wr07,02.03.20,10:00:00,6095,20200302,6312.9248,6312.9248
wr07,02.03.20,10:05:00,6198,20200302,6446.792625,6446.792625
wr07,02.03.20,10:10:00,6306,20200302,6593.426233333333,6593.426233333333
wr07,02.03.20,10:15:00,6407,20200302,6692.959,6692.959
wr07,02.03.20,10:20:00,6503,20200302,6840.7885,6840.7885
wr07,02.03.20,10:25:00,6605,20200302,6982.5520916666665,6982.5520916666665
wr07,02.03.20,10:30:00,6696,20200302,7117.716666666667,7117.716666666667
wr07,02.03.20,10:35:00,6746,20200302,7246.5848,7246.5848
wr07,02.03.20,10:40:00,6817,20200302,7339.965208333333,7339.965208333333
wr07,02.03.20,10:45:00,6861,20200302,7410.955066666666,7410.955066666666
wr07,02.03.20,10:50:00,6946,20200302,7542.056491666667,7542.056491666667
wr07,02.03.20,10:55:00,7006,20200302,7621.1438333333335,7621.1438333333335
wr07,02.03.20,11:00:00,7070,20200302,7738.3124,7738.3124
wr07,02.03.20,11:05:00,7127,20200302,7817.716725,7817.716725
wr07,02.03.20,11:10:00,7118,20200302,7899.656916666667,7899.656916666667
wr07,02.03.20,11:15:00,7154,20200302,8003.829166666666,8003.829166666666
wr07,02.03.20,11:20:00,7147,20200302,8093.967699999999,8093.967699999999
wr07,02.03.20,11:25:00,7208,20200302,8145.102875,8145.102875
wr07,02.03.20,11:30:00,7248,20200302,8180.0719,8180.0719
wr07,02.03.20,11:35:00,7278,20200302,8252.978066666667,8252.978066666667
wr07,02.03.20,11:40:00,7257,20200302,8331.244133333334,8331.244133333334
